class,x_center,y_center,width,height,tile
0,-59.21780481405493,-62.28871473180475,30,30,NaN
0,-59.217810906601,-62.28871631592249,30,30,NaN
0,-59.21783214722366,-62.28871915924647,30,30,NaN
0,-59.2178428428114,-62.28872303325746,30,30,NaN
0,-59.21784424898791,-62.28872617853879,30,30,NaN
0,-59.217839200620574,-62.288734485830425,30,30,NaN
0,-59.21783927761544,-62.288737975866574,30,30,NaN
0,-59.2178428428114,-62.28874184987515,30,30,NaN
0,-59.217852350000484,-62.28874295673463,30,30,NaN
0,-59.21785710359504,-62.28874572388322,30,30,NaN
0,-59.21786196191199,-62.28874677233202,30,30,NaN
0,-59.217868595701056,-62.28874692370558,30,30,NaN
0,-59.217883248365055,-62.2887446170238,30,30,NaN
0,-59.2178927555542,-62.288739636156045,30,30,NaN
0,-59.21790226274329,-62.288737975866574,30,30,NaN
0,-59.21790884385363,-62.2887353120708,30,30,NaN
0,-59.21792008350411,-62.28872739249079,30,30,NaN
0,-59.217926030716065,-62.2887252469778,30,30,NaN
0,-59.21794385669565,-62.28872358668757,30,30,NaN
0,-59.21795692908062,-62.2887202661068,30,30,NaN
0,-59.21796462158244,-62.28871988817018,30,30,NaN
0,-59.21798325527033,-62.288721130167445,30,30,NaN
0,-59.2179902042425,-62.2887202661068,30,30,NaN
0,-59.218002088228886,-62.28871141122301,30,30,NaN
0,-59.21801110602219,-62.28870871974203,30,30,NaN
0,-59.21802229100571,-62.28870698378011,30,30,NaN
0,-59.21803310318245,-62.28870688334494,30,30,NaN
0,-59.218052000971696,-62.28870864407129,30,30,NaN
0,-59.218183913220514,-62.28840591613151,30,30,NaN
0,-59.21817282182849,-62.28840554657539,30,30,NaN
0,-59.21816133364637,-62.28840646956748,30,30,NaN
0,-59.21815489861702,-62.288408001988174,30,30,NaN
0,-59.218137565673665,-62.28841421766969,30,30,NaN
0,-59.21813016250818,-62.28841519456453,30,30,NaN
0,-59.218121006753904,-62.288415220222035,30,30,NaN
0,-59.21807909141481,-62.28841167899836,30,30,NaN
0,-59.21807040163622,-62.288412303803135,30,30,NaN
0,-59.21806388495808,-62.28841421766969,30,30,NaN
0,-59.21805437776899,-62.28842030546288,30,30,NaN
0,-59.21805202118649,-62.28842631335208,30,30,NaN
0,-59.21805437776899,-62.28843192761007,30,30,NaN
0,-59.21805832125111,-62.288435040473935,30,30,NaN
0,-59.218062696559414,-62.28843690852892,30,30,NaN
0,-59.21807101534993,-62.288438015399684,30,30,NaN
0,-59.218075768944466,-62.288440782576366,30,30,NaN
0,-59.21807742106669,-62.288444300734994,30,30,NaN
0,-59.218075768944466,-62.288450744410305,30,30,NaN
0,-59.21806657236383,-62.28846263053182,30,30,NaN
0,-59.21806626175538,-62.288465687155025,30,30,NaN
0,-59.21807159567113,-62.288467410657496,30,30,NaN
0,-59.218082670738596,-62.28846779015897,30,30,NaN
0,-59.21809854992073,-62.28846673345555,30,30,NaN
0,-59.21811379770089,-62.28846458028531,30,30,NaN
0,-59.218131623680456,-62.288459599371045,30,30,NaN
0,-59.21815895684914,-62.288459599371045,30,30,NaN
0,-59.21816499589082,-62.28845790189002,30,30,NaN
0,-59.21817915962596,-62.288451851280534,30,30,NaN
0,-59.21818702250642,-62.288450102517494,30,30,NaN
0,-59.21820830073551,-62.28844704503809,30,30,NaN
0,-59.21821718838236,-62.28844410318802,30,30,NaN
0,-59.21822250013906,-62.288440863735524,30,30,NaN
0,-59.21822431877422,-62.288438568835055,30,30,NaN
0,-59.21821718838236,-62.28843192761007,30,30,NaN
0,-59.21821718838236,-62.28842750012596,30,30,NaN
0,-59.21822053415685,-62.288425119353555,30,30,NaN
0,-59.2182354635288,-62.28842106637184,30,30,NaN
0,-59.218239767956504,-62.28841864515578,30,30,NaN
0,-59.21824164252788,-62.288414701197546,30,30,NaN
0,-59.21824095635514,-62.288412003926396,30,30,NaN
0,-59.21823513119761,-62.28841016417012,30,30,NaN
0,-59.21822194197697,-62.28840923674707,30,30,NaN
0,-59.218202927598746,-62.288410343618835,30,30,NaN
0,-59.218183913220514,-62.28840591613151,30,30,NaN
0,-59.21794401118743,-62.288156341305545,30,30,NaN
0,-59.217937910337604,-62.28815265598783,30,30,NaN
0,-59.21793569239698,-62.28815025345882,30,30,NaN
0,-59.21793569239698,-62.28814637937387,30,30,NaN
0,-59.21794401118743,-62.28814361217007,30,30,NaN
0,-59.21794713765189,-62.288139616155604,30,30,NaN
0,-59.217946387984725,-62.288133650234165,30,30,NaN
0,-59.21794157754701,-62.28812804490606,30,30,NaN
0,-59.21793331559969,-62.28812368829493,30,30,NaN
0,-59.21792737360649,-62.2881220279714,30,30,NaN
0,-59.217914772803226,-62.2881205855311,30,30,NaN
0,-59.21789053324873,-62.288120921089,30,30,NaN
0,-59.217866830267916,-62.28812107954792,30,30,NaN
0,-59.21785012769501,-62.2881220279714,30,30,NaN
0,-59.217833889958484,-62.28812380049582,30,30,NaN
0,-59.217822794526334,-62.28812590205949,30,30,NaN
0,-59.21781512975601,-62.28812774632678,30,30,NaN
0,-59.217812098938616,-62.288129222706026,30,30,NaN
0,-59.21781113902876,-62.288131635805584,30,30,NaN
0,-59.217812098938616,-62.28813420367512,30,30,NaN
0,-59.217814768812204,-62.28813548061594,30,30,NaN
0,-59.217826359722295,-62.28813807776161,30,30,NaN
0,-59.21783230171549,-62.28814195184762,30,30,NaN
0,-59.21783230171549,-62.28814582593313,30,30,NaN
0,-59.21782757617061,-62.28815225900785,30,30,NaN
0,-59.217818040931796,-62.28815744818664,30,30,NaN
0,-59.21780972214136,-62.288159661948725,30,30,NaN
0,-59.21780675160766,-62.28816309148598,30,30,NaN
0,-59.217807345344056,-62.28816741011464,30,30,NaN
0,-59.21781044136583,-62.28817001560534,30,30,NaN
0,-59.217815664134505,-62.28817239107738,30,30,NaN
0,-59.217828736519536,-62.288174604838375,30,30,NaN
0,-59.21783467851273,-62.28817958579994,30,30,NaN
0,-59.21785369289096,-62.288184013320624,30,30,NaN
0,-59.21786245854771,-62.28818802822507,30,30,NaN
0,-59.21786676527595,-62.28819176148028,30,30,NaN
0,-59.21786676527595,-62.28819840275836,30,30,NaN
0,-59.217857258086866,-62.28820670435395,30,30,NaN
0,-59.2178560696882,-62.288214452507724,30,30,NaN
0,-59.217858306549935,-62.288218013187084,30,30,NaN
0,-59.21786914207324,-62.28822773505242,30,30,NaN
0,-59.21786996568865,-62.28823297869011,30,30,NaN
0,-59.217866271220736,-62.28824589474864,30,30,NaN
0,-59.21786914207324,-62.2882515329303,30,30,NaN
0,-59.21787746086369,-62.2882565138791,30,30,NaN
0,-59.21789105606661,-62.28826267657439,30,30,NaN
0,-59.217902417235116,-62.28826536889714,30,30,NaN
0,-59.2179160841262,-62.28826472775224,30,30,NaN
0,-59.2179202432147,-62.28826536889714,30,30,NaN
0,-59.2179238084106,-62.28826813608973,30,30,NaN
0,-59.21792922435087,-62.28826935481376,30,30,NaN
0,-59.21794757638337,-62.288269796405196,30,30,NaN
0,-59.21796421396431,-62.28827477735095,30,30,NaN
0,-59.21797011885571,-62.288275029936656,30,30,NaN
0,-59.21798477686538,-62.288274046498536,30,30,NaN
0,-59.21799035873431,-62.28827477735095,30,30,NaN
0,-59.21799608191927,-62.2882802322955,30,30,NaN
0,-59.217998677524825,-62.28828141861068,30,30,NaN
0,-59.21800937311257,-62.28828141861068,30,30,NaN
0,-59.2180117499098,-62.288283632363616,30,30,NaN
0,-59.2180152639833,-62.28828460428067,30,30,NaN
0,-59.21802363389619,-62.28828529267818,30,30,NaN
0,-59.218049434454436,-62.28828697552324,30,30,NaN
0,-59.21807116984176,-62.288285846116366,30,30,NaN
0,-59.218084254822934,-62.28828379229917,30,30,NaN
0,-59.21809256101722,-62.28828141861068,30,30,NaN
0,-59.21809949061075,-62.28827751925222,30,30,NaN
0,-59.21810444500362,-62.288272563597396,30,30,NaN
0,-59.21810668028516,-62.288265762358606,30,30,NaN
0,-59.21810444500362,-62.28825983451118,30,30,NaN
0,-59.218090184219925,-62.288252086369084,30,30,NaN
0,-59.21808861122694,-62.28824772297515,30,30,NaN
0,-59.21809196582175,-62.28823661243111,30,30,NaN
0,-59.21808899582128,-62.28823271600517,30,30,NaN
0,-59.21807592343631,-62.288228841930895,30,30,NaN
0,-59.218069339638134,-62.28822172228757,30,30,NaN
0,-59.21806641624721,-62.28821998690206,30,30,NaN
0,-59.21806024447529,-62.28821847299779,30,30,NaN
0,-59.21805334386216,-62.28821777314445,30,30,NaN
0,-59.21803908307848,-62.28821943346267,30,30,NaN
0,-59.21803378153758,-62.288217890816185,30,30,NaN
0,-59.218022445497546,-62.288210578431105,30,30,NaN
0,-59.217999865923424,-62.28820504403499,30,30,NaN
0,-59.21798220282698,-62.28819924655217,30,30,NaN
0,-59.21797807104954,-62.28819692061084,30,30,NaN
0,-59.21797609795071,-62.28819452867966,30,30,NaN
0,-59.21797516243583,-62.28819159777253,30,30,NaN
0,-59.21797609795071,-62.288190101160495,30,30,NaN
0,-59.21798085154523,-62.28818899428062,30,30,NaN
0,-59.217982605335564,-62.28818760259727,30,30,NaN
0,-59.21798441674113,-62.2881829064405,30,30,NaN
0,-59.21799273553163,-62.28817792547948,30,30,NaN
0,-59.21799273553163,-62.28817239107738,30,30,NaN
0,-59.2179877868012,-62.28816720193753,30,30,NaN
0,-59.2179796631466,-62.28816353603193,30,30,NaN
0,-59.217957083572465,-62.28816298259148,30,30,NaN
0,-59.2179514792733,-62.288160880233605,30,30,NaN
0,-59.21794401118743,-62.288156341305545,30,30,NaN
0,-59.218145325916716,-62.28792422743845,30,30,NaN
0,-59.21813350998374,-62.28792201891207,30,30,NaN
0,-59.21811865082037,-62.28792105815135,30,30,NaN
0,-59.21810527499567,-62.28792160952968,30,30,NaN
0,-59.21809541317392,-62.287923563304616,30,30,NaN
0,-59.21808650237694,-62.287927641985995,30,30,NaN
0,-59.21808115239023,-62.28793219704304,30,30,NaN
0,-59.218079554658246,-62.28793718391401,30,30,NaN
0,-59.21808115239023,-62.2879414949124,30,30,NaN
0,-59.218086169956585,-62.287945203493116,30,30,NaN
0,-59.21809256101718,-62.28794747211261,30,30,NaN
0,-59.21810254356577,-62.28794813624587,30,30,NaN
0,-59.21811110180376,-62.28795012296316,30,30,NaN
0,-59.2181168043494,-62.28795278517845,30,30,NaN
0,-59.218118230427734,-62.28796208304142,30,30,NaN
0,-59.2181238077369,-62.28796285797592,30,30,NaN
0,-59.2181461427529,-62.2879592562844,30,30,NaN
0,-59.218155308465256,-62.28795942650946,30,30,NaN
0,-59.2181667170922,-62.28796407544027,30,30,NaN
0,-59.218171476525896,-62.287969733113925,30,30,NaN
0,-59.21817242140564,-62.28797935049362,30,30,NaN
0,-59.2181702971903,-62.287983949710366,30,30,NaN
0,-59.21815935486846,-62.28799560253455,30,30,NaN
0,-59.218158893227574,-62.287998445819,30,30,NaN
0,-59.21816101277876,-62.288000602728815,30,30,NaN
0,-59.21817384748403,-62.28800458752122,30,30,NaN
0,-59.21817542795763,-62.2880069308616,30,30,NaN
0,-59.21817431260566,-62.28801330726402,30,30,NaN
0,-59.21817527356239,-62.288015877763556,30,30,NaN
0,-59.21818525611098,-62.28802185494896,30,30,NaN
0,-59.218192658062215,-62.288023472898765,30,30,NaN
0,-59.218212060183625,-62.28802488202148,30,30,NaN
0,-59.21821805591335,-62.288026503870114,30,30,NaN
0,-59.21822041005652,-62.28802890749278,30,30,NaN
0,-59.21822269315106,-62.28803615597212,30,30,NaN
0,-59.218226612383596,-62.28803845823547,30,30,NaN
0,-59.218230890618685,-62.28803912236674,30,30,NaN
0,-59.21823360051561,-62.28804026177304,30,30,NaN
0,-59.218234743072415,-62.288042229064935,30,30,NaN
0,-59.218231197424544,-62.28805383250125,30,30,NaN
0,-59.21823173663867,-62.28805587639982,30,30,NaN
0,-59.21823374277538,-62.288057053905476,30,30,NaN
0,-59.21824561171688,-62.28805861627771,30,30,NaN
0,-59.21825513395092,-62.28805771803632,30,30,NaN
0,-59.218259412186015,-62.2880557256437,30,30,NaN
0,-59.218264128596616,-62.288055219079254,30,30,NaN
0,-59.21827224689124,-62.2880557256437,30,30,NaN
0,-59.218290785910035,-62.2880597104288,30,30,NaN
0,-59.21829744123144,-62.28805900651504,30,30,NaN
0,-59.21830462489138,-62.288057086969104,30,30,NaN
0,-59.21831044786043,-62.288054470714876,30,30,NaN
0,-59.2183136031639,-62.28805174085805,30,30,NaN
0,-59.2183136031639,-62.28804576367863,30,30,NaN
0,-59.21831078062604,-62.28804199327419,30,30,NaN
0,-59.21829982879461,-62.28803455926566,30,30,NaN
0,-59.21829649022346,-62.28803115279053,30,30,NaN
0,-59.21829171514154,-62.2880180950661,30,30,NaN
0,-59.21829291259141,-62.28801409734831,30,30,NaN
0,-59.21829649022346,-62.28801189297264,30,30,NaN
0,-59.218310946190705,-62.28801033617351,30,30,NaN
0,-59.21831694545969,-62.28801073435972,30,30,NaN
0,-59.21832073355569,-62.28801189297264,30,30,NaN
0,-59.21832358571244,-62.28801454949997,30,30,NaN
0,-59.21832929002588,-62.28801454949997,30,30,NaN
0,-59.21833426086951,-62.28801342719164,30,30,NaN
0,-59.21833832476576,-62.288010814940726,30,30,NaN
0,-59.21834355080957,-62.2880012668609,30,30,NaN
0,-59.21834462412939,-62.28799748228941,30,30,NaN
0,-59.21834355080957,-62.28799595380366,30,30,NaN
0,-59.218334994339386,-62.28799595380366,30,30,NaN
0,-59.218329973999545,-62.28799483393702,30,30,NaN
0,-59.21831990910105,-62.28798995303214,30,30,NaN
0,-59.218315029242255,-62.287988648348374,30,30,NaN
0,-59.21830812666632,-62.287989018803074,30,30,NaN
0,-59.21829210151942,-62.28799248474268,30,30,NaN
0,-59.21828650767492,-62.28799263314239,30,30,NaN
0,-59.21828100761275,-62.28799083107722,30,30,NaN
0,-59.2182714809082,-62.28798427358518,30,30,NaN
0,-59.21826654257779,-62.28798200702383,30,30,NaN
0,-59.21824515140233,-62.287978022228415,30,30,NaN
0,-59.2182251863052,-62.287966731971856,30,30,NaN
0,-59.21819809081628,-62.287962747174404,30,30,NaN
0,-59.21818383003257,-62.287956105844145,30,30,NaN
0,-59.218162438857114,-62.28795411344477,30,30,NaN
0,-59.21815775253389,-62.28795223793517,30,30,NaN
0,-59.218154750308635,-62.287949063712055,30,30,NaN
0,-59.218151739626485,-62.28792986218481,30,30,NaN
0,-59.21814935358902,-62.287926337959554,30,30,NaN
0,-59.218145325916716,-62.28792422743845,30,30,NaN
0,-59.21807364646446,-62.287898206664686,30,30,NaN
0,-59.21807507254282,-62.28790086320208,30,30,NaN
0,-59.218083153653545,-62.28790197009259,30,30,NaN
0,-59.21808648116975,-62.287903519739245,30,30,NaN
0,-59.21809408692105,-62.287904183873486,30,30,NaN
0,-59.218097889796695,-62.287906397654254,30,30,NaN
0,-59.218102861762446,-62.28790697453031,30,30,NaN
0,-59.218109773783084,-62.287906397654254,30,30,NaN
0,-59.21811567734476,-62.2879044237338,30,30,NaN
0,-59.218121182409966,-62.287900641823974,30,30,NaN
0,-59.21812407715833,-62.28789432152895,30,30,NaN
0,-59.218121182409966,-62.2878875805127,30,30,NaN
0,-59.21811975633162,-62.28788625224344,30,30,NaN
0,-59.21811500273708,-62.28788359570474,30,30,NaN
0,-59.21810549554793,-62.28788359570474,30,30,NaN
0,-59.21810396297225,-62.28788436024421,30,30,NaN
0,-59.218104089399326,-62.287885942096274,30,30,NaN
0,-59.21811087408336,-62.28789508290518,30,30,NaN
0,-59.218109298423634,-62.28789709977402,30,30,NaN
0,-59.218099791234486,-62.28789754253029,30,30,NaN
0,-59.2180893333265,-62.287894885992586,30,30,NaN
0,-59.218081252215775,-62.287894885992586,30,30,NaN
0,-59.21807697398066,-62.287895992883314,30,30,NaN
0,-59.21807364646446,-62.287898206664686,30,30,NaN
0,-59.21813356552377,-62.2878708609191,30,30,NaN
0,-59.218147826307465,-62.2878695326491,30,30,NaN
0,-59.218162087091095,-62.287866544041385,30,30,NaN
0,-59.21816993052209,-62.28786355543336,30,30,NaN
0,-59.21817848699227,-62.28786355543336,30,30,NaN
0,-59.21819012611387,-62.287864675014305,30,30,NaN
0,-59.21820273032449,-62.28786720817644,30,30,NaN
0,-59.2182127128731,-62.28787019678409,30,30,NaN
0,-59.21821984326489,-62.28787019678409,30,30,NaN
0,-59.218228399735075,-62.28786820437903,30,30,NaN
0,-59.21822931766363,-62.28786634271421,30,30,NaN
0,-59.218228399735075,-62.287863223365775,30,30,NaN
0,-59.218225034565734,-62.2878605155893,30,30,NaN
0,-59.218217684947646,-62.28785847909424,30,30,NaN
0,-59.21818846954086,-62.28785591787818,30,30,NaN
0,-59.21816430889387,-62.287856934696414,30,30,NaN
0,-59.21815638277765,-62.287856582013504,30,30,NaN
0,-59.2181456871899,-62.287854589607534,30,30,NaN
0,-59.21813000032787,-62.287849276524256,30,30,NaN
0,-59.21811074826994,-62.2878486123888,30,30,NaN
0,-59.21808721797686,-62.287844627575666,30,30,NaN
0,-59.218074346556776,-62.287843896114936,30,30,NaN
0,-59.218070105036475,-62.28784495964345,30,30,NaN
0,-59.21807081807568,-62.287847616185566,30,30,NaN
0,-59.218075809349976,-62.287850272727475,30,30,NaN
0,-59.218076522389126,-62.287854921675184,30,30,NaN
0,-59.21808151366342,-62.28785857441932,30,30,NaN
0,-59.218096029821815,-62.287861282236236,30,30,NaN
0,-59.218099339643,-62.2878625592306,30,30,NaN
0,-59.21810219179976,-62.28786687610889,30,30,NaN
0,-59.21811074826994,-62.28786754024396,30,30,NaN
0,-59.21811859170092,-62.28786986471659,30,30,NaN
0,-59.21813356552377,-62.2878708609191,30,30,NaN
0,-59.21827831247787,-62.28788580395256,30,30,NaN
0,-59.218273321203625,-62.287887796356436,30,30,NaN
0,-59.21827474728198,-62.287889124625636,30,30,NaN
0,-59.21827928928245,-62.287890002970975,30,30,NaN
0,-59.21828686894807,-62.28788945669294,30,30,NaN
0,-59.21829471237911,-62.2878868001545,30,30,NaN
0,-59.218298277575,-62.287883811548504,30,30,NaN
0,-59.218298277575,-62.28787916260525,30,30,NaN
0,-59.218296138457454,-62.2878771702008,30,30,NaN
0,-59.218282551762265,-62.28787264970433,30,30,NaN
0,-59.21827973855628,-62.2878708609191,30,30,NaN
0,-59.21827902551708,-62.287866544041385,30,30,NaN
0,-59.21828206815249,-62.2878647275555,30,30,NaN
0,-59.21828929954938,-62.287864118634914,30,30,NaN
0,-59.21830066204304,-62.28786473759251,30,30,NaN
0,-59.218315390515386,-62.287866544041385,30,30,NaN
0,-59.218321094828895,-62.28786754024396,30,30,NaN
0,-59.21832679914233,-62.28787052885157,30,30,NaN
0,-59.21833820776928,-62.28787052885157,30,30,NaN
0,-59.21834533260444,-62.287872695602196,30,30,NaN
0,-59.21834961639615,-62.28787584193108,30,30,NaN
0,-59.21834890335702,-62.287880822942235,30,30,NaN
0,-59.21834605120026,-62.28788347948117,30,30,NaN
0,-59.21834150858588,-62.28788513534437,30,30,NaN
0,-59.218327997327364,-62.28788737003772,30,30,NaN
0,-59.218324660024784,-62.287889124625636,30,30,NaN
0,-59.218324660024784,-62.287893773567355,30,30,NaN
0,-59.21832724663636,-62.28789757988547,30,30,NaN
0,-59.21833107737742,-62.28789975077708,30,30,NaN
0,-59.218339633847606,-62.28790074697858,30,30,NaN
0,-59.218341301457485,-62.287902344437434,30,30,NaN
0,-59.218339551896214,-62.28790851190972,30,30,NaN
0,-59.21834105992596,-62.28791070899178,30,30,NaN
0,-59.218346764239456,-62.28791236932698,30,30,NaN
0,-59.21834961639615,-62.28791602206413,30,30,NaN
0,-59.21835442147417,-62.28791679564747,30,30,NaN
0,-59.21837172061083,-62.28791535793015,30,30,NaN
0,-59.218381056429415,-62.28791628508979,30,30,NaN
0,-59.21838669443372,-62.28791768239906,30,30,NaN
0,-59.21839097266876,-62.28792000686781,30,30,NaN
0,-59.2183954206805,-62.287921138568805,30,30,NaN
0,-59.218401372956976,-62.28792151047815,30,30,NaN
0,-59.21842092031448,-62.28792000686781,30,30,NaN
0,-59.218431615902226,-62.287918678599986,30,30,NaN
0,-59.21844302452911,-62.28792033893474,30,30,NaN
0,-59.21845372011685,-62.287923327537094,30,30,NaN
0,-59.2184616139614,-62.28792391552923,30,30,NaN
0,-59.21846726786133,-62.287923327537094,30,30,NaN
0,-59.21847225913564,-62.28792100306862,30,30,NaN
0,-59.21847623419672,-62.287920821436884,30,30,NaN
0,-59.21848295472336,-62.287921667202504,30,30,NaN
0,-59.21848990342639,-62.28792276915668,30,30,NaN
0,-59.218492937271904,-62.28792399167093,30,30,NaN
0,-59.218492937271904,-62.28792797647352,30,30,NaN
0,-59.218497215507,-62.287930300941454,30,30,NaN
0,-59.218507911094804,-62.28793229334239,30,30,NaN
0,-59.21851789364333,-62.28793196127558,30,30,NaN
0,-59.218522171878426,-62.287929968874636,30,30,NaN
0,-59.218523020264314,-62.28792689964004,30,30,NaN
0,-59.218519319721686,-62.28792199926945,30,30,NaN
0,-59.2185150414866,-62.287918678599986,30,30,NaN
0,-59.21851076325149,-62.28791801446602,30,30,NaN
0,-59.218509337173145,-62.28791602206413,30,30,NaN
0,-59.21850149374209,-62.28791402966213,30,30,NaN
0,-59.2184979285462,-62.287910044857675,30,30,NaN
0,-59.218492224232776,-62.287907056254,30,30,NaN
0,-59.21848596623122,-62.287905486631814,30,30,NaN
0,-59.21847653737074,-62.28790439971713,30,30,NaN
0,-59.21846648391036,-62.28790387739763,30,30,NaN
0,-59.21845942443035,-62.28790439971713,30,30,NaN
0,-59.21844944188176,-62.28790772038817,30,30,NaN
0,-59.21844285495813,-62.28790781751733,30,30,NaN
0,-59.21843518109812,-62.28790672418689,30,30,NaN
0,-59.21842876374547,-62.28790473178426,30,30,NaN
0,-59.21842754144061,-62.287901660051325,30,30,NaN
0,-59.21843018982383,-62.28789809044113,30,30,NaN
0,-59.21843375501978,-62.28789643010514,30,30,NaN
0,-59.21844159845077,-62.28789643010514,30,30,NaN
0,-59.21845372011685,-62.2878990866427,30,30,NaN
0,-59.218460850508706,-62.2878990866427,30,30,NaN
0,-59.21847373156951,-62.28789600441802,30,30,NaN
0,-59.21847796344907,-62.28789576597074,30,30,NaN
0,-59.21848651991925,-62.28789842250835,30,30,NaN
0,-59.21850149374209,-62.28789975077708,30,30,NaN
0,-59.2185157545258,-62.28790207524721,30,30,NaN
0,-59.21852003276089,-62.28790373558288,30,30,NaN
0,-59.21852716315274,-62.287904067650004,30,30,NaN
0,-59.21852937912268,-62.2879031240888,30,30,NaN
0,-59.21853358050537,-62.287898754575544,30,30,NaN
0,-59.21854213697558,-62.28789609803792,30,30,NaN
0,-59.218545702171454,-62.28789211323112,30,30,NaN
0,-59.21854818720128,-62.287884501959816,30,30,NaN
0,-59.21854702844253,-62.28788203663321,30,30,NaN
0,-59.21854427609311,-62.28788049087482,30,30,NaN
0,-59.21853928481882,-62.28787949467268,30,30,NaN
0,-59.21853500658372,-62.28787650606595,30,30,NaN
0,-59.21853120964935,-62.287876001027676,30,30,NaN
0,-59.21852003276089,-62.28787650606595,30,30,NaN
0,-59.218512902369035,-62.28787584193108,30,30,NaN
0,-59.21850505893806,-62.28787351745893,30,30,NaN
0,-59.21849079815435,-62.2878725212565,30,30,NaN
0,-59.21848366776257,-62.28787019678409,30,30,NaN
0,-59.218485806880125,-62.28786687610889,30,30,NaN
0,-59.2184951154635,-62.28786479380584,30,30,NaN
0,-59.218500297499446,-62.287864761920815,30,30,NaN
0,-59.218502919820494,-62.28786554783871,30,30,NaN
0,-59.218502919820494,-62.28786886851405,30,30,NaN
0,-59.21850505893806,-62.2878695326491,30,30,NaN
0,-59.21851324920718,-62.287870819162336,30,30,NaN
0,-59.21852074580009,-62.28787052885157,30,30,NaN
0,-59.21852858923108,-62.28786754024396,30,30,NaN
0,-59.21853358050537,-62.28786754024396,30,30,NaN
0,-59.21854071089716,-62.28786289129819,30,30,NaN
0,-59.2185528325633,-62.287862227163025,30,30,NaN
0,-59.21855497168085,-62.287860566825024,30,30,NaN
0,-59.2185613890335,-62.287860566825024,30,30,NaN
0,-59.21856738530088,-62.28786291327428,30,30,NaN
0,-59.21856994550369,-62.287866544041385,30,30,NaN
0,-59.21856709334694,-62.28786986471659,30,30,NaN
0,-59.21856709334694,-62.2878755098636,30,30,NaN
0,-59.21856994550369,-62.28787816640305,30,30,NaN
0,-59.21857465541923,-62.2878803399412,30,30,NaN
0,-59.218579928052215,-62.28788148707697,30,30,NaN
0,-59.218586345404866,-62.28788148707697,30,30,NaN
0,-59.21859129477512,-62.28787943149948,30,30,NaN
0,-59.218594901875115,-62.28787484572874,30,30,NaN
0,-59.218594901875115,-62.2878695326491,30,30,NaN
0,-59.21858991060082,-62.28786554783871,30,30,NaN
0,-59.21858919756161,-62.287860234757446,30,30,NaN
0,-59.21859276275752,-62.287857578216425,30,30,NaN
0,-59.21859704099261,-62.287857246148796,30,30,NaN
0,-59.21859704099261,-62.287854921675184,30,30,NaN
0,-59.21859977568518,-62.287850041318436,30,30,NaN
0,-59.218605597462854,-62.28784595584678,30,30,NaN
0,-59.21861486697218,-62.28784296723673,30,30,NaN
0,-59.21861666953913,-62.28784035951331,30,30,NaN
0,-59.2186162930506,-62.2878376541514,30,30,NaN
0,-59.21860987569789,-62.28783400140474,30,30,NaN
0,-59.21860266286567,-62.28783243797204,30,30,NaN
0,-59.21859062363996,-62.287831676929336,30,30,NaN
0,-59.21858064109142,-62.287831676929336,30,30,NaN
0,-59.218570658542895,-62.28783400140474,30,30,NaN
0,-59.2185613890335,-62.28783400140474,30,30,NaN
0,-59.218555684719995,-62.28783566174419,30,30,NaN
0,-59.21855497168085,-62.28783699001569,30,30,NaN
0,-59.21854712824981,-62.28783699001569,30,30,NaN
0,-59.21853500658372,-62.28783865035497,30,30,NaN
0,-59.21853215442696,-62.287839978626344,30,30,NaN
0,-59.21852502403519,-62.287839978626344,30,30,NaN
0,-59.21852003276089,-62.287835993812074,30,30,NaN
0,-59.21851382162023,-62.287835126694105,30,30,NaN
0,-59.21850505893806,-62.28783566174419,30,30,NaN
0,-59.218497763942445,-62.2878371607287,30,30,NaN
0,-59.21849436335031,-62.28783898242284,30,30,NaN
0,-59.21849436335031,-62.2878419710333,30,30,NaN
0,-59.218505771977256,-62.28784828032107,30,30,NaN
0,-59.218502919820494,-62.28785326133681,30,30,NaN
0,-59.21849819819862,-62.28785500449835,30,30,NaN
0,-59.21849026374645,-62.28785574680318,30,30,NaN
0,-59.21848026313666,-62.28785535093759,30,30,NaN
0,-59.21847154609642,-62.287853925472156,30,30,NaN
0,-59.21846298962624,-62.28785060479516,30,30,NaN
0,-59.21845229403849,-62.28785060479516,30,30,NaN
0,-59.218445876685855,-62.28785292926911,30,30,NaN
0,-59.21844373756831,-62.28785791028405,30,30,NaN
0,-59.21843945933322,-62.28785791028405,30,30,NaN
0,-59.21843375501978,-62.28785624994584,30,30,NaN
0,-59.21842778974725,-62.28785576512683,30,30,NaN
0,-59.21842305943204,-62.28785624994584,30,30,NaN
0,-59.218418068157746,-62.28785923855459,30,30,NaN
0,-59.218411650805095,-62.28785957062221,30,30,NaN
0,-59.21840879864835,-62.28785857441932,30,30,NaN
0,-59.21840095521735,-62.28785857441932,30,30,NaN
0,-59.21839667698226,-62.28785558581051,30,30,NaN
0,-59.21839881609982,-62.2878525972014,30,30,NaN
0,-59.218402822917774,-62.28784939613046,30,30,NaN
0,-59.21840737257,-62.287847284117824,30,30,NaN
0,-59.21841216424327,-62.287846770860824,30,30,NaN
0,-59.21842517134412,-62.28784748960733,30,30,NaN
0,-59.21842947678469,-62.28784661998232,30,30,NaN
0,-59.21843232894136,-62.287844295507874,30,30,NaN
0,-59.21843232894136,-62.28784130689764,30,30,NaN
